cust_id,name,city,state,email,age,member,Channel
1070, Maisie Evans,Huntington Beach,CA, MaisieEvans@hotmail.com,11,yes,special event
446, Chloe Garcia,San Jose,CA, ChloeGarcia@gmail.com,49,yes,tik tok
777, Archer Bennett,Edison,NJ, ArcherBennett@gmail.com,40,yes,tik tok
840,Juliette gunderson,West Jordan,UT,Juliettegunderson@aol.com,45,yes,tik tok
508, Ezra Morgan,South Bend,IN, EzraMorgan@gmail.com,46,yes,tv show
307, Liam Phillips,Newport News,VA, LiamPhillips@gmail.com,50,no,email news blast
301, James Kelly,Yonkers,NY, JamesKelly@gmail.com,11,no,google search
711, River Chung,Oceanside,CA, RiverChung@gmail.com,39,no,instagram
86, Ronan Graham,Provo,UT, RonanGraham@gmail.com,36,yes,special event
732, Ellis Duncan,McAllen,TX, EllisDuncan@gmail.com,37,no,tv show
1166, Eleanor Reed,Downey,CA, EleanorReed@hotmail.com,16,No,tv show
82, Anastasia Chung,Los Angeles,CA, AnastasiaChung@gmail.com,46,no,email news blast
109, Miles Moore,Sunnyvale,CA, MilesMoore@gmail.com,39,no,email news blast
121, Hunter Won,Inglewood,CA, HunterWon@gmail.com,23,yes,email news blast
247, Bellamy Clark,Des Moines,IA, BellamyClark@gmail.com,29,yes,email news blast
774, Theodore Duncan,Las Cruces,NM, TheodoreDuncan@gmail.com,24,no,email news blast
533, Clementine Perez,Sugar Land,TX, ClementinePerez@gmail.com,33,yes,google search
93, Malachi Lee,Mesquite,TX, MalachiLee@gmail.com,39,no,instagram
828, Luke Campbell,Davie,FL, LukeCampbell@gmail.com,53,yes,instagram
112, Daniel gunthers,Berkeley,CA, Danielgunthers@gmail.com,36,yes,referred by someone
210, Harrison Miller,Athens ,GA, HarrisonMiller@gmail.com,32,yes,referred by someone
315, Willow Morgan,Waterbury,CT, WillowMorgan@gmail.com,48,no,referred by someone
710, Sage Hill,Provo,UT, SageHill@gmail.com,47,no,referred by someone
1099, Charlie Brooks,Burbank,CA, CharlieBrooks@hotmail.com,39,yes,referred by someone
370, Rowan guthrie,Concord,CA, Rowanguthrie@gmail.com,27,yes,tik tok
548, Avery Peterson,Detroit,MI, AveryPeterson@gmail.com,36,yes,tik tok
808, Oakley Allen,Mesquite,TX, OakleyAllen@gmail.com,49,yes,tik tok
133, Malachi Chang,Springfield,IL, MalachiChang@gmail.com,25,yes,tv show
336, Raine Taylor,Hampton,VA, RaineTaylor@gmail.com,53,yes,tv show
477, Isla Collins,Akron,OH, IslaCollins@gmail.com,27,yes,tv show
454, Everett Peterson,Philadelphia,PA, EverettPeterson@gmail.com,18,yes,email news blast
903, Aero Murray,Rio Rancho,NM, AeroMurray@yahoo.com,15,yes,special event
982, Esme Wang,South Fulton,GA, EsmeWang@yahoo.com,47,yes,special event
1012, Forrest Duncan,Burbank,CA, ForrestDuncan@yahoo.com,45,yes,special event
447, Aspen Robinson,League City,TX, AspenRobinson@gmail.com,18,yes,special event
302, Lucien Kelly,Lee's Summit,MO, LucienKelly@gmail.com,35,no,tv show
391, Charlotte Reed,Olathe,KS, CharlotteReed@gmail.com,43,yes,tv show
580, Landon gunthers,North Las Vegas,NV, Landongunthers@gmail.com,35,yes,tv show
587, Eden Kim,Denver,CO, EdenKim@gmail.com,19,yes,tv show
837, Jade Barnes,St. Louis,MO, JadeBarnes@aol.com,53,yes,tv show
960, Holden Roberts,Palm Coast,FL, HoldenRoberts@yahoo.com,21,yes,tv show
288, Briar Parker,Chandler,AZ, BriarParker@gmail.com,26,no,email news blast
420, Avalon Won,Edison,NJ, AvalonWon@gmail.com,42,yes,email news blast
702, Julian Campbell,Renton,WA, JulianCampbell@gmail.com,37,no,email news blast
834, Rose Campbell,El Cajon,CA, RoseCampbell@aol.com,24,yes,email news blast
1117, Willow Thomas,Madison,WI, WillowThomas@hotmail.com,33,No,email news blast
1153, Mila Davis,Mesa,AZ, MilaDavis@hotmail.com,20,No,email news blast
198, Oscar Hernandez,Downey,CA, OscarHernandez@gmail.com,31,yes,google search
323, Aero Nelson,Charlotte,NC, AeroNelson@gmail.com,53,no,google search
519, Lachlan Edwards,Bakersfield,CA, LachlanEdwards@gmail.com,51,yes,google search
901, Adrian ohtani,Hollywood,FL, Adrianohtani@yahoo.com,9,yes,google search
912, Jane Ryans,Toledo,OH, JaneRyans@yahoo.com,14,yes,google search
1115, Cadence Chang,St. George,UT, CadenceChang@hotmail.com,21,No,google search
399, Aria Thomas,Indianapolis,IN, AriaThomas@gmail.com,16,yes,instagram
456, Fletcher Cooper,Lynn,MA, FletcherCooper@gmail.com,48,yes,instagram
902, Quinn Lewis,Concord,CA, QuinnLewis@yahoo.com,9,yes,instagram
1027, Forrest Jenkins,Highlands Ranch,CO, ForrestJenkins@hotmail.com,53,yes,instagram
173, Noah Thomas,St. Paul,MN, NoahThomas@gmail.com,53,yes,referred by someone
187, Sage Harris,Sandy Springs,GA, SageHarris@gmail.com,44,yes,referred by someone
240, Dorian gunthers,Rancho Cucamonga,CA, Doriangunthers@gmail.com,33,yes,referred by someone
244, Ezra ichiro,Paterson,NJ, Ezraichiro@gmail.com,14,yes,referred by someone
568, Ash Brooks,Chicago,IL, AshBrooks@gmail.com,50,yes,referred by someone
605, Lydia Duncan,Knoxville,TN, LydiaDuncan@gmail.com,18,no,referred by someone
829, Maya Wang,Killeen,TX, MayaWang@gmail.com,39,yes,referred by someone
1129, Lucas Simmons,Olathe,KS, LucasSimmons@hotmail.com,17,No,referred by someone
162, Astrid Cruz,West Jordan,UT, AstridCruz@gmail.com,44,yes,special event
517, Andrew Peterson,Beaumont,TX, AndrewPeterson@gmail.com,15,yes,special event
608, Sadie Thompson,Las Cruces,NM, SadieThompson@gmail.com,12,no,special event
782, Levi Hughes,Killeen,TX, LeviHughes@gmail.com,39,yes,special event
803, Elijah Parker,Tyler,TX, ElijahParker@gmail.com,50,yes,special event
116, Maisie Lafleur,Syracuse,NY, MaisieLafleur@gmail.com,10,yes,tik tok
166, Lucy Allen,Santa Rosa,CA, LucyAllen@gmail.com,17,yes,tik tok
278, Genevieve Vrabel,Mobile,AL, GenevieveVrabel@gmail.com,41,no,tik tok
671, Clover Jackson,College Station,TX, CloverJackson@gmail.com,36,no,tik tok
994, Adrian Morgan,Buckeye,AZ, AdrianMorgan@yahoo.com,15,yes,tik tok
1084, Bennett King,Lewisville,TX, BennettKing@hotmail.com,12,yes,tik tok
103, Phoenix Duncan,Concord,CA, PhoenixDuncan@gmail.com,35,no,special event
377, Jesse King,Downey,CA, JesseKing@gmail.com,15,yes,google search
1057, Vivienne Edwards,Tampa,FL, VivienneEdwards@hotmail.com,20,yes,google search
276, Scarlett Turner,Reno,NV, ScarlettTurner@gmail.com,45,no,special event
909, Piper Martin,High Point,NC, PiperMartin@yahoo.com,8,yes,special event
658, Dahlia Carter,Tallahassee,FL, DahliaCarter@gmail.com,13,no,tv show
791, Oscar Taylor,Albuquerque,NM, OscarTaylor@gmail.com,12,yes,tv show
871, Finn Murphy,Rio Rancho,NM, FinnMurphy@yahoo.com,35,yes,tv show
228, Lila Morgan,Waco,TX, LilaMorgan@gmail.com,10,yes,email news blast
424, Owen Anderson,Santa Clarita,CA, OwenAnderson@gmail.com,32,yes,email news blast
471, Camden Brooks,San Bernardino,CA, CamdenBrooks@gmail.com,17,yes,email news blast
507, Maddox Taylor,Spokane,WA, MaddoxTaylor@gmail.com,10,yes,email news blast
930, Emmett Baker,Wichita Falls,TX, EmmettBaker@yahoo.com,25,yes,email news blast
388, Isla Perez,Roseville,CA, IslaPerez@gmail.com,21,yes,google search
625, Harlow Kim,Aurora,CO, HarlowKim@gmail.com,14,no,google search
614, Callahan Wang,Oklahoma City,OK, CallahanWang@gmail.com,26,no,instagram
1047, Sage Chavez,McAllen,TX, SageChavez@hotmail.com,31,yes,instagram
277, Mason Murray,Paradise,NV, MasonMurray@gmail.com,12,no,referred by someone
733, Rhys Allen,Athens ,GA, RhysAllen@gmail.com,48,no,referred by someone
952, Teagan Harris,Rio Rancho,NM, TeaganHarris@yahoo.com,37,yes,referred by someone
371, Evangeline Moore,Akron,OH, EvangelineMoore@gmail.com,33,yes,special event
535, Gemma Miller,Kansas City,KS, GemmaMiller@gmail.com,43,yes,special event
751, Calliope Tang,Hartford,CT, CalliopeTang@gmail.com,11,no,special event
1097, Nolan Walker,South Bend,IN, NolanWalker@hotmail.com,18,yes,special event
841, Dakota Park,West Jordan,UT, DakotaPark@aol.com,16,yes,tik tok
890, Charlotte Walker,St. George,UT, CharlotteWalker@yahoo.com,26,yes,tik tok
975, Ivy Hernandez,Temecula,CA, IvyHernandez@yahoo.com,21,yes,tik tok
895, Jude Cruz,Greensboro,NC, JudeCruz@yahoo.com,38,yes,tv show
68, Avery gunthers,Berkeley,CA, Averygunthers@gmail.com,36,no,email news blast
342, Lorelei Sanchez,Norfolk,VA, LoreleiSanchez@gmail.com,19,yes,email news blast
796, Silas Rodriguez,Norfolk,VA, SilasRodriguez@gmail.com,51,yes,email news blast
870, Cora Rodriguez,Fayetteville,AR, CoraRodriguez@yahoo.com,38,yes,email news blast
610,Myles Anderson,New Braunfels,TX,MylesAnderson@gmail.com,23,no,google search
1036, Scarlett Thomas,Norfolk,VA, ScarlettThomas@hotmail.com,24,yes,google search
1064, Penelope Thomas,Lakewood,CO, PenelopeThomas@hotmail.com,43,yes,google search
48,Norah Day,Moreno Valley,CA,NorahDay@gmail.com,24,no,instagram
566, August Bennett,New Orleans,LA, AugustBennett@gmail.com,43,yes,instagram
951,Killian Parker,Renton,WA,KillianParker@yahoo.com,36,yes,instagram
718, Evelyn Moore,West Jordan,UT, EvelynMoore@gmail.com,21,no,referred by someone
384, Elowen Miller,Tempe,AZ, ElowenMiller@gmail.com,18,yes,special event
341, Imogen Thomas,Frisco,TX, ImogenThomas@gmail.com,24,yes,tik tok
542, Micah Mitchell,Broken Arrow,OK, MicahMitchell@gmail.com,20,yes,tik tok
632, Jonah Vrabel,Huntington Beach,CA, JonahVrabel@gmail.com,32,no,tv show
881, Lucien Martin,San Bernardino,CA, LucienMartin@yahoo.com,33,yes,tv show
922, Akira Thomas,Spokane Valley,WA, AkiraThomas@yahoo.com,38,yes,tv show
1046, Gideon Wilson,St. George,UT, GideonWilson@hotmail.com,11,yes,tv show
91, Ellis Reed,Richmond,VA, EllisReed@gmail.com,24,yes,email news blast
153, Matthew Garcia,Hayward,CA, MatthewGarcia@gmail.com,22,yes,email news blast
506, Andrew Kim,St. George,UT, AndrewKim@gmail.com,38,yes,email news blast
1017,Bo Green,San Diego,CA,BoGreen@hotmail.com,16,yes,email news blast
23, Maisie Smith,Fremont,CA, MaisieSmith@gmail.com,46,no,google search
205, Otto Murray,Long Beach,CA, OttoMurray@gmail.com,40,yes,google search
765, Lucien Smith,Tallahassee,FL, LucienSmith@gmail.com,31,no,google search
939, Elliot Hill,Pasadena,CA, ElliotHill@yahoo.com,51,yes,google search
989, Kai Young,Miramar,FL, KaiYoung@yahoo.com,42,yes,google search
1110, Lachlan Robinson,Renton,WA, LachlanRobinson@hotmail.com,54,No,google search
47, Beau Carter,Buckeye,AZ, BeauCarter@gmail.com,36,no,instagram
119, Holden Duncan,Atlanta,GA, HoldenDuncan@gmail.com,38,yes,instagram
363, Calliope Lee,Providence,RI, CalliopeLee@gmail.com,36,yes,instagram
565, Isaac Harris,East Los Angeles,CA, IsaacHarris@gmail.com,32,yes,instagram
784, Leo Parker,Metairie,LA, LeoParker@gmail.com,53,yes,instagram
1108, Lachlan King,Lafayette,LA, LachlanKing@hotmail.com,51,No,instagram
72, Benjamin Jackson,Reno,NV, BenjaminJackson@gmail.com,53,no,referred by someone
709, Mason Phillips,Antioch,CA, MasonPhillips@gmail.com,51,no,referred by someone
13, Logan Nelson,Gresham,OR, LoganNelson@gmail.com,14,no,special event
29, Morgan Sanchez,Everett,WA, MorganSanchez@gmail.com,12,no,special event
259, Avery Graham,Lansing,MI, AveryGraham@gmail.com,17,no,special event
294, Alexander Perez,Manchester,NH, AlexanderPerez@gmail.com,33,no,special event
527, Cyrus Ramirez,Rio Rancho,NM, CyrusRamirez@gmail.com,14,yes,special event
607, Bennett Robinson,St. Petersburg,FL, BennettRobinson@gmail.com,21,no,special event
776, Rhett Johnson,Green Bay,WI, RhettJohnson@gmail.com,50,yes,special event
799, Beckett Turner,Miramar,FL, BeckettTurner@gmail.com,25,yes,special event
971, Akira Evans,Lakewood,CO, AkiraEvans@yahoo.com,42,yes,special event
32, Jude Edwards,Huntsville,AL, JudeEdwards@gmail.com,45,no,tik tok
134, Esme Foster,Winston-Salem,NC, EsmeFoster@gmail.com,21,yes,tik tok
257, Aidan Tang,Escondido,CA, AidanTang@gmail.com,43,no,tik tok
927, Aria guthrie,Tyler,TX, Ariaguthrie@yahoo.com,46,yes,tik tok
25, Rhett Perez,Durham,NC, RhettPerez@gmail.com,25,no,tv show
195, Landon gunderson,West Valley City,UT, Landongunderson@gmail.com,33,yes,tv show
392, Margot Duncan,West Palm Beach,FL, MargotDuncan@gmail.com,26,yes,tv show
556, Henry Won,Tyler,TX, HenryWon@gmail.com,40,yes,tv show
611, Naomi Thomas,Allen,TX, NaomiThomas@gmail.com,14,no,tv show
757,Alistair Perez,Dayton,OH,AlistairPerez@gmail.com,36,no,tv show
1065, Miles Duncan,Pasadena,CA, MilesDuncan@hotmail.com,40,yes,tv show
36, Beau Murray,Carmel,IN, BeauMurray@gmail.com,26,no,email news blast
74, Juliet Phillips,Boulder,CO, JulietPhillips@gmail.com,10,no,email news blast
183, Sasha Hernandez,Abilene,TX, SashaHernandez@gmail.com,12,yes,email news blast
345, Sage Thomas,San Diego,CA, SageThomas@gmail.com,39,yes,email news blast
537, Addison Duncan,McKinney,TX, AddisonDuncan@gmail.com,15,yes,google search
812,Emilia Miller,Santa Rosa,CA,EmiliaMiller@gmail.com,29,yes,google search
1147, Arlo Miller,Riverside,CA, ArloMiller@hotmail.com,19,No,google search
385,Norah gunderson,Birmingham,AL,Norahgunderson@gmail.com,38,yes,instagram
609, Tate Sanchez,Modesto,CA, TateSanchez@gmail.com,23,no,instagram
685, Jade Thomas,Westminster,CO, JadeThomas@gmail.com,25,no,instagram
979, Esme Ramirez,Atlanta,GA, EsmeRamirez@yahoo.com,46,yes,instagram
990, Carter Morgan,Victorville,CA, CarterMorgan@yahoo.com,48,yes,instagram
90, Dominic Barnes,Fargo,ND, DominicBarnes@gmail.com,35,yes,referred by someone
304, Hugo ichiro,South Fulton,GA, Hugoichiro@gmail.com,29,no,referred by someone
839,Norah Campbell,Mobile,AL,NorahCampbell@aol.com,20,yes,referred by someone
563, Harrison White,Madison,WI, HarrisonWhite@gmail.com,28,yes,special event
463, River Phillips,Suffolk,VA, RiverPhillips@gmail.com,34,yes,tik tok
492, Ellis Tomlin,Sterling Heights,MI, EllisTomlin@gmail.com,24,yes,tik tok
704, Emmett Brooks,Surprise,AZ, EmmettBrooks@gmail.com,13,no,tik tok
705,Lilah Kim,Spring Hill,FL,LilahKim@gmail.com,42,no,tik tok
67, Max Robinson,Toledo,OH, MaxRobinson@gmail.com,48,no,tv show
427, Quinn Vrabel,Denton,TX, QuinnVrabel@gmail.com,10,yes,tv show
891, Jonah Hughes,Fort Collins,CO, JonahHughes@yahoo.com,17,yes,tv show
1081, Mason Young,West Valley City,UT, MasonYoung@hotmail.com,49,yes,tv show
731, Bellamy Hill,Las Cruces,NM, BellamyHill@gmail.com,16,no,email news blast
984, Archer Thompson,Eugene,OR, ArcherThompson@yahoo.com,52,yes,email news blast
8, Ethan ohtani,Provo,UT, Ethanohtani@gmail.com,49,no,google search
131, Audrey Barnes,Toledo,OH, AudreyBarnes@gmail.com,38,yes,google search
592, Poppy Edwards,Westminster,CO, PoppyEdwards@gmail.com,27,yes,google search
866, Gavin Kim,Los Angeles,CA, GavinKim@yahoo.com,47,yes,google search
115,Regan Kelly,Concord,CA,ReganKelly@gmail.com,34,yes,instagram
141, Aubrey Walker,North Las Vegas,NV, AubreyWalker@gmail.com,13,yes,instagram
321, Nora Garcia,McAllen,TX, NoraGarcia@gmail.com,46,no,instagram
382, Luca Griffin,New Orleans,LA, LucaGriffin@gmail.com,30,yes,instagram
924, Raine Anderson,Rochester,NY, RaineAnderson@yahoo.com,16,yes,referred by someone
34, Hannah Chang,Miami Gardens ,FL, HannahChang@gmail.com,9,no,special event
437, Alexander Chavez,Henderson,NV, AlexanderChavez@gmail.com,9,yes,special event
532, Vivienne Foster,New Braunfels,TX, VivienneFoster@gmail.com,11,yes,special event
686, Archer Campbell,Odessa,TX, ArcherCampbell@gmail.com,8,no,special event
956, Evelyn Wallace,Stamford,CT, EvelynWallace@yahoo.com,21,yes,special event
46, Mason Griffin,Glendale,AZ, MasonGriffin@gmail.com,19,no,tik tok
579, Rory ichiro,Hartford,CT, Roryichiro@gmail.com,8,yes,tik tok
789, James Chung,Orange,CA, JamesChung@gmail.com,9,yes,tik tok
127, Acorn Scott,Vacaville,CA, AcornScott@gmail.com,51,yes,tv show
481, Josephine Sanchez,Lincoln,NE, JosephineSanchez@gmail.com,21,yes,tv show
258, Orion Allen,Victorville,CA, OrionAllen@gmail.com,40,no,email news blast
1037, Oakley Hughes,Lexington ,KY, OakleyHughes@hotmail.com,44,yes,email news blast
204, Ellis gunthers,Arlington,TX, Ellisgunthers@gmail.com,25,yes,instagram
398, Jude Griffin,Plano,TX, JudeGriffin@gmail.com,24,yes,instagram
401, Emmett Tomlin,Des Moines,IA, EmmettTomlin@gmail.com,12,yes,referred by someone
1007, Lucas Day,Arlington,TX, LucasDay@yahoo.com,53,yes,referred by someone
186, Oliver Thomas,Gresham,OR, OliverThomas@gmail.com,22,yes,special event
847, Saoirse Harbaugh,Anchorage,AK, SaoirseHarbaugh@aol.com,21,yes,special event
273, Elliott Campbell,Sandy Springs,GA, ElliottCampbell@gmail.com,46,no,tik tok
397, Claire Nichols,Murrieta,CA, ClaireNichols@gmail.com,52,yes,tv show
599, Arden Perez,Macon ,GA, ArdenPerez@gmail.com,18,no,tv show
2, Ainsley Foster,Elizabeth,NJ, AinsleyFoster@gmail.com,32,yes,email news blast
518, Blair Anderson,Yonkers,NY, BlairAnderson@gmail.com,52,yes,email news blast
1083, Wren Kelly,Las Vegas,NV, WrenKelly@hotmail.com,54,yes,email news blast
155, Wren Hughes,Vallejo,CA, WrenHughes@gmail.com,43,yes,google search
407, Felicity Tang,Oklahoma City,OK, FelicityTang@gmail.com,10,yes,google search
445, Malachi Kim,Memphis,TN, MalachiKim@gmail.com,51,yes,google search
1069, Clover Clark,Pittsburgh,PA, CloverClark@hotmail.com,40,yes,google search
612, Adeline Duncan,Dayton,OH, AdelineDuncan@gmail.com,8,no,instagram
344, Juniper Reed,Davie,FL, JuniperReed@gmail.com,53,yes,referred by someone
665, Lennox Nichols,San Mateo,CA, LennoxNichols@gmail.com,50,no,referred by someone
190, Ethan Nelson,Madison,WI, EthanNelson@gmail.com,52,yes,special event
1144,Fynn Sanders,Suffolk,VA,FynnSanders@hotmail.com,53,No,tv show
541, Ellis Carter,Dayton,OH, EllisCarter@gmail.com,48,yes,email news blast
194, Callum Turner,Temecula,CA, CallumTurner@gmail.com,15,yes,google search
231, Lincoln gunderson,Paradise,NV, Lincolngunderson@gmail.com,22,yes,google search
538,Greyson Jackson,Gilbert,AZ,GreysonJackson@gmail.com,17,yes,special event
322, Callan Perez,North Las Vegas,NV, CallanPerez@gmail.com,13,no,tik tok
935, Mason Allen,Salem,OR, MasonAllen@yahoo.com,45,yes,tik tok
1101, Poppy Smith,Independence,MO, PoppySmith@hotmail.com,51,yes,tik tok
1043, Camille Smith,Columbia,MD, CamilleSmith@hotmail.com,24,yes,email news blast
404, Elijah Hernandez,Fishers,IN, ElijahHernandez@gmail.com,41,yes,instagram
436, Autumn Morgan,Richmond,VA, AutumnMorgan@gmail.com,46,yes,instagram
226,Juliette Wang,Henderson,NV,JulietteWang@gmail.com,33,yes,referred by someone
473, Eliza Nichols,St. Louis,MO, ElizaNichols@gmail.com,14,yes,referred by someone
268,Greyson Cooper,Charlotte,NC,GreysonCooper@gmail.com,10,no,tik tok
280, Daisy Martin,Henderson,NV, DaisyMartin@gmail.com,24,no,tik tok
338, Aubrey Roberts,Centennial,CO, AubreyRoberts@gmail.com,48,yes,tv show
727, Cadence ichiro,San Jose,CA, Cadenceichiro@gmail.com,31,no,instagram
20, Opal Kim,Virginia Beach,VA, OpalKim@gmail.com,47,no,tik tok
412, Theo Tomlin,Elgin,IL, TheoTomlin@gmail.com,43,yes,tv show
1149, Harlow Thompson,East Los Angeles,CA, HarlowThompson@hotmail.com,9,No,tv show
1162, Arlo Campbell,Killeen,TX, ArloCampbell@hotmail.com,48,No,tv show
596, Dorian Griffin,Fayetteville,AR, DorianGriffin@gmail.com,35,no,email news blast
474, Audrey Lafleur,San Diego,CA, AudreyLafleur@gmail.com,24,yes,google search
1089, Rory Anderson,Arvada,CO, RoryAnderson@hotmail.com,36,yes,google search
120, Ariel Wang,Sioux Falls,SD, ArielWang@gmail.com,9,yes,instagram
613, Jackson Griffin,Virginia Beach,VA, JacksonGriffin@gmail.com,46,no,instagram
326,Xavier Rodriguez,Spokane Valley,WA,XavierRodriguez@gmail.com,13,no,referred by someone
400, Andrew Ramirez,Fontana,CA, AndrewRamirez@gmail.com,48,yes,referred by someone
188, Lucien Tang,St. Paul,MN, LucienTang@gmail.com,50,yes,special event
313, Benjamin Hill,Torrance,CA, BenjaminHill@gmail.com,49,no,special event
534, Harrison Wallace,Miami Gardens ,FL, HarrisonWallace@gmail.com,9,yes,special event
571, Landon gunnersan,Des Moines,IA, Landongunnersan@gmail.com,24,yes,special event
773, Juno Campbell,Chesapeake,VA, JunoCampbell@gmail.com,29,no,special event
792, Anastasia Nichols,Roseville,CA, AnastasiaNichols@gmail.com,35,yes,special event
265, Vivian Rodriguez,Thornton,CO, VivianRodriguez@gmail.com,18,no,tik tok
318, Owen Day,Vacaville,CA, OwenDay@gmail.com,15,no,tik tok
361, Otto Davis,Virginia Beach,VA, OttoDavis@gmail.com,28,yes,tik tok
395, Flynn Harris,Palm Bay,FL, FlynnHarris@gmail.com,45,yes,tik tok
501,Regan Williams,Berkeley,CA,ReganWilliams@gmail.com,36,yes,tik tok
795, Daphne Perez,Honolulu ,HI, DaphnePerez@gmail.com,21,yes,tik tok
1071, Micah Bailey,Elk Grove ,CA, MicahBailey@hotmail.com,37,yes,tik tok
44, Ryan Smith,New Bedford,MA, RyanSmith@gmail.com,53,no,tv show
69, Delaney Harris,Minneapolis,MN, DelaneyHarris@gmail.com,36,no,tv show
95, Eden Williams,Lexington ,KY, EdenWilliams@gmail.com,54,no,tv show
135, Caroline Davis,Edison,NJ, CarolineDavis@gmail.com,20,yes,tv show
140, Alaric Tomlin,Indianapolis,IN, AlaricTomlin@gmail.com,41,yes,tv show
147, Athena Johnson,Raleigh,NC, AthenaJohnson@gmail.com,52,yes,tv show
160, Alexander Nelson,Boston,MA, AlexanderNelson@gmail.com,14,yes,tv show
200, Marley Allen,Milwaukee,WI, MarleyAllen@gmail.com,54,yes,tv show
213, Wyatt Edwards,Charlotte,NC, WyattEdwards@gmail.com,31,yes,tv show
505, River Thomas,Jurupa Valley,CA, RiverThomas@gmail.com,40,yes,tv show
560, James Roberts,Suffolk,VA, JamesRoberts@gmail.com,50,yes,tv show
583, Caroline Williams,Surprise,AZ, CarolineWilliams@gmail.com,14,yes,tv show
637, Isabella Duncan,Coral Springs,FL, IsabellaDuncan@gmail.com,39,no,tv show
699, Holden Wilson,New Haven,CT, HoldenWilson@gmail.com,15,no,tv show
759, Ivy Park,Surprise,AZ, IvyPark@gmail.com,43,no,tv show
809, James Robinson,New Braunfels,TX, JamesRobinson@gmail.com,28,yes,tv show
888, James King,Lehigh Acres,FL, JamesKing@yahoo.com,33,yes,tv show
955, Morgan Cooper,Gainesville,FL, MorganCooper@yahoo.com,16,yes,tv show
993, Sadie Collins,Hartford,CT, SadieCollins@yahoo.com,37,yes,tv show
1026, Alexander Thomas,Antioch,CA, AlexanderThomas@hotmail.com,40,yes,tv show
1120, Valerie Green,Baton Rouge,LA, ValerieGreen@hotmail.com,51,No,tv show
37, Ellis Sanchez,Elgin,IL, EllisSanchez@gmail.com,36,no,email news blast
45,Emilia Campbell,Augusta ,GA,EmiliaCampbell@gmail.com,43,no,email news blast
154, Celeste Lee,Austin,TX, CelesteLee@gmail.com,12,yes,email news blast
163, Winter Kelly,Rochester,NY, WinterKelly@gmail.com,29,yes,email news blast
216, Ophelia Jackson,Pittsburgh,PA, OpheliaJackson@gmail.com,30,yes,email news blast
238,Elliott Lafleur,Topeka,KS,ElliottLafleur@gmail.com,29,yes,email news blast
292, Ash gunderson,Jersey City,NJ, Ashgunderson@gmail.com,45,no,email news blast
305, Eliza Barnes,Palmdale,CA, ElizaBarnes@gmail.com,21,no,email news blast
373, River Chang,Laredo,TX, RiverChang@gmail.com,41,yes,email news blast
515,Myles Campbell,Wichita,KS,MylesCampbell@gmail.com,29,yes,email news blast
573, Eloise Robinson,Frisco,TX, EloiseRobinson@gmail.com,50,yes,email news blast
640,Fynn Wang,Coral Springs,FL,FynnWang@gmail.com,28,no,email news blast
694, Clementine Davis,Rockford,IL, ClementineDavis@gmail.com,10,no,email news blast
936, Aspen Griffin,Toledo,OH, AspenGriffin@yahoo.com,39,yes,email news blast
940, Sophia Tomlin,Bakersfield,CA, SophiaTomlin@yahoo.com,29,yes,email news blast
1003, Logan Foster,Chesapeake,VA, LoganFoster@yahoo.com,48,yes,email news blast
1014, Thomas Bennett,New Braunfels,TX, ThomasBennett@yahoo.com,9,yes,email news blast
1034, Ellis Clark,Charlotte,NC, EllisClark@hotmail.com,47,yes,email news blast
125,Arya Green,Huntington Beach,CA,AryaGreen@gmail.com,21,yes,google search
191, Benjamin Reed,Rochester,NY, BenjaminReed@gmail.com,15,yes,google search
193, Daphne Duncan,Rio Rancho,NM, DaphneDuncan@gmail.com,52,yes,google search
211, Alexander Baker,Hayward,CA, AlexanderBaker@gmail.com,47,yes,google search
431, Meadow ohtani,Burbank,CA, Meadowohtani@gmail.com,45,yes,google search
448, Blake Harris,Port St. Lucie,FL, BlakeHarris@gmail.com,25,yes,google search
511, Cole Allen,Warren,MI, ColeAllen@gmail.com,35,yes,google search
516, Emerson Reed,St. Louis,MO, EmersonReed@gmail.com,27,yes,google search
569, Aero Jackson,Greeley,CO, AeroJackson@gmail.com,19,yes,google search
591, Willow Hill,San Mateo,CA, WillowHill@gmail.com,30,yes,google search
595, Rowan Chavez,Rio Rancho,NM, RowanChavez@gmail.com,8,no,google search
642, Autumn Hughes,Antioch,CA, AutumnHughes@gmail.com,52,no,google search
652, Adeline gunnersan,Round Rock,TX, Adelinegunnersan@gmail.com,25,no,google search
675,Margo Cruz,Fresno,CA,MargoCruz@gmail.com,48,no,google search
687, Grace Anderson,Corpus Christi,TX, GraceAnderson@gmail.com,44,no,google search
755, Levi Barnes,Gilbert,AZ, LeviBarnes@gmail.com,45,no,google search
793,Fynn Davis,Dayton,OH,FynnDavis@gmail.com,47,yes,google search
794, Reagan White,McAllen,TX, ReaganWhite@gmail.com,12,yes,google search
853, Ophelia Park,Port St. Lucie,FL, OpheliaPark@aol.com,46,yes,google search
904, Ambrose Smith,Antioch,CA, AmbroseSmith@yahoo.com,29,yes,google search
908,Juliette Tomlin,Dallas,TX,JulietteTomlin@yahoo.com,47,yes,google search
943, Lachlan Hill,Hialeah,FL, LachlanHill@yahoo.com,12,yes,google search
973, Maeve Harbaugh,Brandon,FL, MaeveHarbaugh@yahoo.com,40,yes,google search
988, Ambrose Allen,Tucson,AZ, AmbroseAllen@yahoo.com,29,yes,google search
1042, Cora Allen,Bellevue,WA, CoraAllen@hotmail.com,50,yes,google search
